Theta	Phi	Total-adj
31	306	-2.622141809
32	306	-0.785021338
33	306	-9.07374724
34	306	-5.728500016
35	306	-7.580969634
36	306	-8.697330982
37	306	-8.799315057
38	306	-9.839281153
39	306	-17.49253007
40	306	-13.25526607
41	306	-10.3943485
42	306	-5.170257039
43	306	-2.76712306
44	306	-3.330746618
45	306	-1.735441254
46	306	-6.026594797
47	306	-6.631505221
48	306	-6.276702634
49	306	-9.576411147
50	306	-0.541513717
51	306	-3.48945082
52	306	-3.6272724
53	306	5.37475204
54	306	-0.463052752
55	306	-0.184450971
56	306	0.34082404
57	306	3.451199596
58	306	2.747569074
59	306	4.546631713
60	306	6.146874667
61	306	5.22612577
62	306	4.735660081
63	306	3.29807854
64	306	1.883223759
65	306	2.341761465
66	306	5.314565891
67	306	5.385733088
68	306	5.976304256
69	306	2.942232437
70	306	2.588678313
71	306	3.605018369
72	306	5.494569133
73	306	4.43944601
74	306	3.06032943
75	306	-1.0829611
76	306	-6.958594702
77	306	-11.98728669
78	306	-17.99426809
79	306	-17.09715589
80	306	-33.77705075
81	306	-40.1199087
82	306	-39.4470938
83	306	-30.08448211
84	306	-45.09259859
85	306	-37.14925712
86	306	-13.82481038
87	306	-35.681095
88	306	-30.31383605
89	306	-24.91495886
90	306	-25.75134188
91	306	-39.09399459
92	306	-35.290558
93	306	-28.51652819
94	306	-27.83169166
95	306	-27.14042129
96	306	-32.47797995
97	306	-33.86316226
98	306	-37.18790717
99	306	-12.98349559
100	306	-15.76022084
101	306	-13.4193962
102	306	-15.21096963
103	306	-16.31049908
104	306	-9.013096125
105	306	-13.11255386
106	306	-18.48381707
107	306	-23.67262428
108	306	-4.249610556
109	306	-2.619443901
110	306	-13.76678318
111	306	-15.14658232
112	306	-5.633448404
113	306	3.683469677
114	306	4.11336713
115	306	3.10294332
116	306	3.641941368
117	306	3.453651469
118	306	5.065311622
119	306	2.367561805
120	306	3.548195615
121	306	4.230651679
122	306	4.442020698
123	306	2.871438242
124	306	3.511414894
125	306	4.014405077
126	306	3.607698185
127	306	2.882330884
128	306	4.96794332
129	306	1.920143366
130	306	4.039359842
131	306	5.038720913
132	306	3.23933287
133	306	4.489105306
134	306	4.007811921
135	306	6.013270421
136	306	3.640675034
137	306	1.708885984
138	306	6.617497554
139	306	3.297840159
140	306	-1.6882203
141	306	-5.830677481
142	306	-9.045086968
143	306	-9.618394769
144	306	-10.64956326
145	306	-4.127878412
146	306	-7.078945813
147	306	-9.494915663
148	306	-7.897718249
149	306	-6.38238279
150	306	-3.22958357
151	306	-5.859431731
152	306	-6.772059439
153	306	-9.795575727
154	306	-11.20088548
155	306	-10.48921943
156	306	-11.45537157
157	306	-8.933037146
158	306	-7.10429601
159	306	-9.284243239
160	306	-5.763227723
161	306	-3.131695853
162	306	0.785161723
163	306	0.681006904
164	306	-7.107917756
165	306	-7.894227638
166	306	-9.272774298
167	306	-2.665711413
168	306	-4.331432939
169	306	-10.01956596
170	306	-8.990781815
171	306	-8.294065107
172	306	-5.113531527
173	306	-6.553269837
174	306	0.082008069
175	306	-0.705566816
176	306	-0.481188359
177	306	1.60984493
178	306	-2.241381842
179	306	2.733721266
180	306	2.088984873
0	307	-1.896600701
1	307	-1.263891789
2	307	-2.726076697
3	307	1.292516863
4	307	-0.778695899
5	307	2.974755163
6	307	0.991038702
7	307	-0.478803726
8	307	-0.610352809
9	307	3.149084281
10	307	2.192983636
11	307	3.2233881
12	307	-8.458393697
13	307	-12.35857096
14	307	-14.74734323
15	307	-8.256935409
16	307	-9.955116075
17	307	-10.85013819
18	307	-17.08824203
19	307	-5.276577319
20	307	-18.04219706
21	307	-11.39513798
22	307	-11.95980014
23	307	-5.791502975
24	307	-6.971999484
25	307	-4.447868525
26	307	-2.448325485
27	307	-1.24512503
28	307	-0.7838408
29	307	0.112228873
30	307	-3.186484341
31	307	1.653441959
32	307	-2.897610822
33	307	-3.104277411
34	307	-3.301994593
35	307	-6.877812015
36	307	-5.288924661
37	307	-9.887961151
38	307	-8.765342905
39	307	-9.237781341
40	307	-5.660486989
41	307	-6.242315839
42	307	-7.85277466
43	307	-11.42399139
44	307	-5.515310729
45	307	-5.773701879
46	307	-3.64174991
47	307	-3.421449046
48	307	-0.844780188
49	307	-0.361699689
50	307	1.061800676
51	307	0.933316535
52	307	3.196545484
53	307	1.687099149
54	307	3.517436459
55	307	4.990344553
56	307	3.479995164
57	307	4.325547254
58	307	6.317927095
59	307	7.639088262
60	307	7.354684161
61	307	3.593690617
62	307	3.988472272
63	307	3.669343187
64	307	3.168334874
65	307	3.219136485
66	307	1.204790435
67	307	2.061742447
68	307	4.040551499
69	307	5.24392421
70	307	4.462849291
71	307	3.52438767
72	307	5.86859147
73	307	6.22171185
74	307	3.223405077
75	307	-0.580784459
76	307	-31.76583018
77	307	-38.88078036
78	307	-37.61358805
79	307	-33.94704335
80	307	-36.95123158
81	307	-41.37359359
82	307	-35.78224519
83	307	-34.56576164
84	307	-32.33715049
85	307	-12.81991219
86	307	-12.85380513
87	307	-17.58528767
88	307	-15.60892008
89	307	-34.15127334
90	307	-29.09897986
91	307	-42.25937156
92	307	-32.40352727
93	307	-36.0426474
94	307	-32.44317388
95	307	-26.47995849
96	307	-28.56568247
97	307	-27.19236632
98	307	-16.112307
99	307	-20.38760053
100	307	-21.66534981
101	307	-12.86849574
102	307	-11.14696901
103	307	-13.53325755
104	307	-19.84863124
105	307	-16.64558443
106	307	-24.46599999
107	307	-21.20196541
108	307	-20.5071775
109	307	-11.73830389
110	307	-10.96868625
111	307	-14.56585301
112	307	5.621872938
113	307	7.020723527
114	307	4.174816382
115	307	4.224340906
116	307	4.808615882
117	307	2.969344343
118	307	4.243581745
119	307	3.877407237
120	307	3.036810189
121	307	3.559964018
122	307	4.928222053
123	307	3.666640537
124	307	3.567265684
125	307	3.084321176
126	307	4.113353572
127	307	3.346967208
128	307	4.280231455
129	307	2.630771355
130	307	2.565304332
131	307	2.522353185
132	307	3.687896949
133	307	8.031037959
134	307	3.553329296
135	307	6.715714653
136	307	6.226227143
137	307	4.106630619
138	307	0.693774165
139	307	0.308910818
140	307	-0.04444779
141	307	-0.532758125
142	307	-0.918624951
143	307	-4.417111812
144	307	-5.956130972
145	307	-4.960776677
146	307	-5.347578156
147	307	-3.634911135
148	307	3.59300335
149	307	-9.026554956
150	307	-8.217894254
151	307	-5.404790665
152	307	-13.9858069
153	307	-9.071514099
154	307	-10.84320363
155	307	-7.251211923
156	307	-7.317251699
157	307	-8.200081413
158	307	-9.349929257
159	307	-4.661008372
160	307	-7.578988201
161	307	4.724646072
162	307	4.949834093
163	307	-0.039620128
164	307	0.782115504
165	307	-1.909717881
166	307	-2.935527544
167	307	-8.368926506
168	307	-7.848227723
169	307	-5.646232317
170	307	-7.152733118
171	307	-8.020780292
172	307	-4.726191295
173	307	-4.65402601
174	307	-0.733199557
175	307	-0.51892983
176	307	3.531168683
177	307	1.286595301
178	307	-1.32623839
179	307	2.423789954
180	307	2.088918106
0	308	-1.896465358
1	308	-1.03950611
2	308	-2.997284209
3	308	0.11477091
4	308	-0.030693211
5	308	-1.299784459
6	308	-1.322931662
7	308	-8.880683142
8	308	3.329362332
9	308	1.811252016
10	308	1.642551594
11	308	-1.945018527
12	308	-20.49328635
13	308	-13.51369556
14	308	-12.27124411
15	308	-3.171761516
16	308	-14.36152592
17	308	-7.96235967
18	308	-14.99564575
19	308	-12.83024206
20	308	-11.55231408
21	308	-10.97931252
22	308	-18.2600825
23	308	-7.542145186
24	308	-6.099433747
25	308	-11.88926462
26	308	-4.428429328
27	308	-2.107005484
28	308	-0.990220533
29	308	-1.800580335
30	308	-5.898061013
31	308	-6.084309098
32	308	-1.753931047
33	308	-3.762290183
34	308	-7.886931785
35	308	-10.21844125
36	308	-13.40081022
37	308	-10.73622849
38	308	-12.34753263
39	308	-7.008940214
40	308	-8.200325999
41	308	-6.592370777
42	308	-9.889972804
43	308	-2.337263937
44	308	-3.835457413
45	308	-3.900390273
46	308	-2.989687964
47	308	-2.464030479
48	308	6.628980486
49	308	-1.662738037
50	308	1.980343796
51	308	3.316558478
52	308	5.076110742
53	308	4.93728856
54	308	7.017992318
55	308	5.357760379
56	308	4.557085526
57	308	3.379383432
58	308	3.41533666
59	308	4.654874819
60	308	3.496252071
61	308	4.064498634
62	308	2.148912129
63	308	0.738247402
64	308	3.52554566
65	308	3.815909313
66	308	4.510689431
67	308	4.960193372
68	308	4.975543586
69	308	5.909840987
70	308	2.288997489
71	308	3.363191536
72	308	2.037728215
73	308	4.377078777
74	308	-0.380282193
75	308	-2.745569113
76	308	-27.59307171
77	308	-30.13423825
78	308	-36.29527342
79	308	-36.96820819
80	308	-27.19807234
81	308	-31.37100108
82	308	-33.48614061
83	308	-37.21714964
84	308	-41.4028501
85	308	-7.470976332
86	308	-13.71548073
87	308	-44.37856638
88	308	-40.79390902
89	308	-41.7590197
90	308	-37.04967367
91	308	-31.2661218
92	308	-33.91599942
93	308	-24.68347261
94	308	-34.57093208
95	308	-15.48255274
96	308	-17.35600214
97	308	-17.28598411
98	308	-13.43359255
99	308	-12.94586353
100	308	-12.41713017
101	308	-4.177849311
102	308	-10.4279135
103	308	-19.26314818
104	308	-14.50300592
105	308	-14.42307625
106	308	-17.71045656
107	308	-17.68049408
108	308	-18.65376211
109	308	-10.3830965
110	308	-14.31274442
111	308	-17.68733809
112	308	-3.383387247
113	308	-4.208550623
114	308	-0.334423624
115	308	3.477314614
116	308	3.693426904
117	308	2.901227159
118	308	2.584262238
119	308	3.735366094
120	308	3.393308109
121	308	4.442441618
122	308	2.700320043
123	308	3.745038702
124	308	2.766967614
125	308	2.773405298
126	308	3.46020653
127	308	3.289331225
128	308	4.419513326
129	308	1.443225912
130	308	2.42713526
131	308	4.37927741
132	308	4.619371598
133	308	2.286863536
134	308	3.995826899
135	308	1.475536327
136	308	4.244222329
137	308	4.659786892
138	308	6.99578636
139	308	4.578617761
140	308	3.158857083
141	308	0.299075922
142	308	6.435272509
143	308	-7.600618766
144	308	-6.998286686
145	308	-5.696923676
146	308	-2.621658805
147	308	2.784249886
148	308	-8.326766938
149	308	-7.367742213
150	308	-15.6248133
151	308	-11.54099103
152	308	-9.30678632
153	308	-8.97363784
154	308	-3.753880058
155	308	-8.822148359
156	308	-8.168961063
157	308	-8.086521264
158	308	-7.237370345
159	308	-12.63932943
160	308	-6.196795774
161	308	2.188495285
162	308	-5.295505804
163	308	-7.414863865
164	308	-7.036447948
165	308	-3.726089087
166	308	-4.467691891
167	308	-11.13702573
168	308	-11.06106316
169	308	-9.128022457
170	308	-8.73134286
171	308	-7.727499106
172	308	-2.317966349
173	308	-8.061755028
174	308	-3.179513987
175	308	-0.716155886
176	308	2.215452052
177	308	0.83499912
178	308	-0.714314385
179	308	2.15133189
180	308	2.08886462
0	309	-1.896774041
1	309	-1.036931458
2	309	-1.938825781
3	309	-5.553969433
4	309	1.771145117
5	309	-1.665501523
6	309	0.949388295
7	309	-5.569422178
8	309	-11.11529675
9	309	3.908323575
10	309	-0.317916751
11	309	-5.258328103
12	309	-11.58874107
13	309	-14.59836705
14	309	-9.675162633
15	309	-6.496693901
16	309	-11.6408068
17	309	-10.80302123
18	309	-13.731838
19	309	-16.55611919
20	309	-15.81470612
21	309	-11.15231589
22	309	-7.852863515
23	309	-8.028090778
24	309	-4.119366496
25	309	-4.292450697
26	309	-2.824557897
27	309	0.250457012
28	309	1.184443713
29	309	-0.733489995
30	309	-5.609075287
31	309	-6.920910452
32	309	-6.260767563
33	309	-6.106914454
34	309	-5.637705831
35	309	-13.18340625
36	309	-8.04034014
37	309	-7.628736604
38	309	-11.29388075
39	309	-12.49352211
40	309	-7.564902993
41	309	-5.394318214
42	309	-11.42239202
43	309	-9.982417823
44	309	-14.82009021
45	309	2.958439583
46	309	4.468512827
47	309	4.248069944
48	309	2.686819739
49	309	2.754623411
50	309	3.367761317
51	309	4.864007031
52	309	5.684527413
53	309	4.098921484
54	309	5.001119122
55	309	1.922388438
56	309	3.630917884
57	309	4.187438921
58	309	3.498628808
59	309	5.053962687
60	309	3.735433543
61	309	3.827316535
62	309	4.305221345
63	309	3.970158884
64	309	4.488441831
65	309	3.479678313
66	309	4.065127492
67	309	2.875058645
68	309	2.403802963
69	309	2.173799985
70	309	-0.813257502
71	309	-0.23234664
72	309	-3.606783102
73	309	-5.007635429
74	309	-2.210051891
75	309	-5.410767563
76	309	-5.167037313
77	309	-36.01585507
78	309	-34.95088046
79	309	-25.79395936
80	309	-20.21770574
81	309	-28.64194292
82	309	-27.68441504
83	309	-31.00715712
84	309	-12.93461951
85	309	-13.28704285
86	309	-10.87276742
87	309	-33.72406703
88	309	-26.94167293
89	309	-24.78049284
90	309	-29.10536403
91	309	-30.78404888
92	309	-30.01185128
93	309	-27.95269149
94	309	-28.36258536
95	309	-28.75933838
96	309	-12.66048991
97	309	-27.61259846
98	309	-14.92789284
99	309	-28.14073851
100	309	-15.25884251
101	309	-12.15834341
102	309	-18.95358722
103	309	-9.357980632
104	309	-22.96351556
105	309	-13.6841168
106	309	-16.62123995
107	309	-22.93182427
108	309	-19.27780657
109	309	-14.62322955
110	309	-15.21906033
111	309	-14.62308662
112	309	-15.05599003
113	309	-20.04007794
114	309	3.440738028
115	309	3.606194871
116	309	3.11493001
117	309	2.863616822
118	309	3.314594382
119	309	3.253289263
120	309	0.621835211
121	309	0.196529468
122	309	4.041410102
123	309	2.559678733
124	309	3.402603539
125	309	4.606568674
126	309	4.823267262
127	309	2.720014624
128	309	3.164872475
129	309	2.41397596
130	309	2.695040567
131	309	2.573748825
132	309	2.876851687
133	309	3.10047325
134	309	3.739009151
135	309	7.467320927
136	309	6.064274614
137	309	7.085553034
138	309	8.411525783
139	309	7.31468968
140	309	3.722318913
141	309	3.409846911
142	309	-1.757728687
143	309	-3.746988219
144	309	-4.217978189
145	309	-11.32441338
146	309	-14.60053824
147	309	-5.294174514
148	309	-3.557687403
149	309	0.604437781
150	309	-6.150172384
151	309	-4.482204321
152	309	-0.386837072
153	309	-8.205821462
154	309	-5.581725321
155	309	-8.801334631
156	309	-6.355861857
157	309	-4.976734074
158	309	-3.956365924
159	309	-13.3863378
160	309	-5.808810918
161	309	1.011816615
162	309	-2.28083254
163	309	-8.903538174
164	309	2.568886846
165	309	-1.748429895
166	309	-0.701355203
167	309	-13.92805674
168	309	-14.54290635
169	309	-9.13675003
170	309	-8.740149761
171	309	-3.275377171
172	309	-3.957439389
173	309	-6.198413048
174	309	-5.434996088
175	309	-1.045185235
176	309	-2.452374177
177	309	-2.494046664
178	309	-1.167174345
179	309	1.881766538
180	309	2.088616822
0	310	-1.896494918
1	310	-1.124020444
2	310	-3.475216452
3	310	-10.0361731
4	310	3.042034038
5	310	0.653295514
6	310	-1.161079441
7	310	-2.216011205
8	310	-2.90785809
9	310	-0.050850721
10	310	-4.625271709
11	310	-8.64750606
12	310	-11.89780928
13	310	-12.89327647
14	310	-15.71746814
15	310	-17.50157723
16	310	-11.10243973
17	310	-14.32130012
18	310	-11.41608878
19	310	-13.31744229
20	310	-12.63421689
21	310	-12.57508521
22	310	-8.897489995
23	310	-7.334963258
24	310	-2.236227027
25	310	-2.339865065
26	310	-2.340774088
27	310	-0.699756095
28	310	0.289631672
29	310	-1.47284562
30	310	-4.55725205
31	310	-5.109847796
32	310	-5.493168699
33	310	-0.467702548
34	310	-3.861323886
35	310	-12.05952072
36	310	-7.056777731
37	310	-8.404096676
38	310	-0.489755411
39	310	-5.068321261
40	310	-3.991118579
41	310	-3.764818298
42	310	-8.948772961
43	310	-7.718472101
44	310	-3.199128907
45	310	-1.677374966
46	310	2.27543064
47	310	5.10760032
48	310	3.577384232
49	310	3.620844455
50	310	3.051755311
51	310	1.520246548
52	310	3.174430468
53	310	1.895654122
54	310	3.918358363
55	310	2.150563166
56	310	1.829723508
57	310	2.179630962
58	310	4.428193372
59	310	5.157136035
60	310	4.852579854
61	310	2.477330361
62	310	3.914701802
63	310	2.192397849
64	310	0.038432045
65	310	0.336943264
66	310	-0.55024796
67	310	-1.945093798
68	310	-2.895961701
69	310	-2.391337671
70	310	-4.646966669
71	310	-6.06495341
72	310	-6.376034622
73	310	-7.465865953
74	310	-7.323001082
75	310	-9.443042139
76	310	-13.23155925
77	310	-29.2259995
78	310	-29.04826197
79	310	-29.05596596
80	310	-11.3153131
81	310	-39.066884
82	310	-18.85608697
83	310	-33.20787217
84	310	-14.76397139
85	310	-12.90369819
86	310	-12.74449181
87	310	-29.07680055
88	310	-30.05604728
89	310	-26.13621255
90	310	-14.56571155
91	310	-17.8515032
92	310	-26.2051371
93	310	-32.38970646
94	310	-30.58119682
95	310	-30.57984859
96	310	-30.45660664
97	310	-34.13430112
98	310	-35.15685479
99	310	-18.83046367
100	310	-12.97956696
101	310	-27.83898051
102	310	-9.04999103
103	310	-14.13935183
104	310	-20.33624774
105	310	-24.0402657
106	310	-26.71423537
107	310	-9.822543407
108	310	-14.816515
109	310	-16.45125034
110	310	-17.64231796
111	310	-17.78995227
112	310	-15.54207267
113	310	-19.67900924
114	310	-31.27861195
115	310	-27.08444921
116	310	-32.40405286
117	310	-18.35845595
118	310	2.454857146
119	310	2.952078367
120	310	2.978221672
121	310	3.503719024
122	310	4.002149988
123	310	2.599658568
124	310	2.196549303
125	310	4.324517589
126	310	2.613964678
127	310	2.389765744
128	310	3.765377784
129	310	6.212932373
130	310	3.225641065
131	310	3.738720438
132	310	0.286419894
133	310	2.859152319
134	310	5.409862734
135	310	4.148926004
136	310	7.30225963
137	310	9.697313386
138	310	9.135108211
139	310	7.056608588
140	310	5.273828691
141	310	0.205362877
142	310	2.535680047
143	310	1.958155146
144	310	-2.476575549
145	310	-5.940321241
146	310	-4.22483702
147	310	-5.691638783
148	310	-0.618418081
149	310	3.859630619
150	310	-6.484391503
151	310	-0.900552053
152	310	-0.217307623
153	310	-3.910788015
154	310	-5.805970963
155	310	-7.272227193
156	310	-9.349241454
157	310	-7.153593329
158	310	-4.834824801
159	310	-3.983634616
160	310	-3.050478286
161	310	-3.504487
162	310	-3.135420523
163	310	-4.452239947
164	310	-4.099080231
165	310	0.89622448
166	310	0.506569759
167	310	-10.28182921
168	310	-8.321068285
169	310	-13.59519352
170	310	-9.79043029
171	310	-9.123577237
172	310	-10.19423015
173	310	-8.006253821
174	310	-9.440176578
175	310	-1.327819814
176	310	-3.248273423
177	310	-1.362536083
178	310	-2.406742214
179	310	1.657595575
180	310	2.088738125
0	311	-1.896577659
1	311	-1.255014991
2	311	-1.726795058
3	311	-2.394376653
4	311	2.914292642
5	311	0.122584345
6	311	2.211343607
7	311	-8.519413522
8	311	0.267003912
9	311	2.004471686
10	311	-9.520968017
11	311	-11.02440824
12	311	-8.778144876
13	311	-13.14357859
14	311	-12.48297616
15	311	-10.453669
16	311	-13.42605076
17	311	-11.09323215
18	311	-7.55631543
19	311	-13.90384251
20	311	-15.67249668
21	311	-9.30217341
22	311	-6.154406526
23	311	-4.245032253
24	311	-4.221706461
25	311	-3.119577319
26	311	-1.874032982
27	311	2.31023108
28	311	0.203910216
29	311	-5.884882504
30	311	-5.334014675
31	311	-2.060081013
32	311	-8.574623143
33	311	-8.107661679
34	311	-11.27085177
35	311	-6.408199861
36	311	-7.407787441
37	311	-6.887452191
38	311	-8.131016428
39	311	-7.884411885
40	311	-9.172637203
41	311	-10.23093741
42	311	-6.315060633
43	311	-7.511474963
44	311	-2.595189889
45	311	-1.003573762
46	311	3.728745695
47	311	4.46036197
48	311	6.684406089
49	311	3.491496879
50	311	5.334831577
51	311	0.572874597
52	311	3.000589147
53	311	2.106037829
54	311	5.082497083
55	311	4.636930374
56	311	5.039740337
57	311	3.583363985
58	311	3.725636177
59	311	3.967786552
60	311	2.426127726
61	311	0.252471448
62	311	-1.120694833
63	311	0.681439152
64	311	-3.575610025
65	311	5.035459504
66	311	-3.650931721
67	311	-5.160539139
68	311	-5.097928475
69	311	-7.249986685
70	311	-10.4904879
71	311	-10.57879456
72	311	-9.889695118
73	311	-11.13208655
74	311	-11.78712577
75	311	-12.24571995
76	311	-9.723699689
77	311	-34.06204386
78	311	-14.97938469
79	311	-15.97776335
80	311	-12.10443201
81	311	-36.09864929
82	311	-30.578307
83	311	-41.79540846
84	311	-13.90206337
85	311	-11.8212043
86	311	-12.5859364
87	311	-29.96357342
88	311	-29.53020001
89	311	-28.62044496
90	311	-25.34991056
91	311	-19.80664299
92	311	-25.63706469
93	311	-2.189782984
94	311	-16.64836451
95	311	-17.5514478
96	311	-18.6689393
97	311	-14.27187919
98	311	-21.52397068
99	311	-20.60455021
100	311	-23.57482155
101	311	-23.05103341
102	311	-11.73537166
103	311	-9.139465378
104	311	-10.92669434
105	311	-27.2962145
106	311	-22.68007254
107	311	-21.70460139
108	311	-10.81409325
109	311	-15.48795684
110	311	-7.093370216
111	311	-7.510443901
112	311	-16.76536969
113	311	-10.91699135
114	311	-15.95146462
115	311	-14.331662
116	311	-18.06491519
117	311	-20.64472443
118	311	-21.4171625
119	311	-13.20460529
120	311	-11.58544715
121	311	-15.61140846
122	311	2.444543566
123	311	2.286607026
124	311	2.905456877
125	311	4.152701992
126	311	5.645626768
127	311	3.041852101
128	311	3.200010597
129	311	3.859040016
130	311	2.553868558
131	311	1.734699287
132	311	3.202890823
133	311	5.903238287
134	311	4.28712029
135	311	4.261313754
136	311	6.07544601
137	311	6.255226098
138	311	7.786183727
139	311	5.891218084
140	311	7.202403804
141	311	6.264378293
142	311	-0.115102567
143	311	-6.981028993
144	311	5.514739669
145	311	0.349682073
146	311	-2.405746863
147	311	-2.50358441
148	311	-2.447593588
149	311	-1.584852301
150	311	-3.207193466
151	311	-4.93683678
152	311	-4.96944779
153	311	-5.550570723
154	311	-6.09221364
155	311	-8.787547948
156	311	-9.588261762
157	311	-7.061712153
158	311	2.81502631
159	311	-9.818829977
160	311	-11.28190755
161	311	-6.323302533
162	311	-6.034652738
163	311	-2.883659851
164	311	-3.881668775
165	311	-3.180915895
166	311	-0.536284886
167	311	-10.62083939
168	311	-9.276386271
169	311	-9.092873823
170	311	-9.614574986
171	311	-7.701283623
172	311	-7.469119703
173	311	-7.091536724
174	311	-6.872817571
175	311	-0.800808574
176	311	-0.276464018
177	311	-0.50118874
178	311	-2.851053812
179	311	1.500028043
180	311	2.089202365
0	312	-1.896160941
1	312	-1.562338323
2	312	-2.498678271
3	312	1.884900147
4	312	3.913199177
5	312	-0.60884552
6	312	0.823715388
7	312	-10.50077918
8	312	-8.651179449
9	312	-3.044983552
10	312	-6.355548139
11	312	-7.439779281
12	312	-10.70600331
13	312	-13.03818081
14	312	-10.79894594
15	312	-10.46110918
16	312	-12.11712401
17	312	-5.713370777
18	312	-9.978094246
19	312	-14.2304131
20	312	-14.40277286
21	312	-7.304122694
22	312	-8.26160607
23	312	-6.90165658
24	312	-6.145502349
25	312	-2.706309484
26	312	-0.966602151
27	312	0.148594414
28	312	1.690409306
29	312	-2.34689063
30	312	-8.634159013
31	312	-10.82777782
32	312	-10.66730895
33	312	-5.082741597
34	312	-10.6018486
35	312	-10.48129365
36	312	-3.784290162
37	312	-5.158523075
38	312	-5.339454628
39	312	-5.437092089
40	312	-6.459958443
41	312	-7.001490474
42	312	-8.955682009
43	312	-4.053818394
44	312	-3.219282548
45	312	-0.950869717
46	312	-2.773120737
47	312	2.877236533
48	312	3.43182528
49	312	6.833543836
50	312	3.926690671
51	312	4.472283978
52	312	3.337203717
53	312	3.632961642
54	312	5.26224846
55	312	4.252135606
56	312	4.706825486
57	312	1.64509493
58	312	-0.718840058
59	312	0.98120753
60	312	-1.5900965
61	312	2.147259628
62	312	-3.520840266
63	312	-3.363557297
64	312	-6.685473281
65	312	-12.64127756
66	312	-8.725529511
67	312	-13.04928421
68	312	-5.912102078
69	312	-9.299142756
70	312	-11.31070281
71	312	-13.08366527
72	312	-14.8164093
73	312	-12.93455084
74	312	-15.42185848
75	312	-19.98874755
76	312	-12.99540184
77	312	-17.43397678
78	312	-24.41198549
79	312	-24.03044382
80	312	-21.35479879
81	312	-22.45955137
82	312	-16.26527336
83	312	-38.82708979
84	312	-11.76156864
85	312	-12.22883268
86	312	-11.92293636
87	312	-28.58551377
88	312	-28.69460624
89	312	-28.14522173
90	312	-28.64012423
91	312	-17.57389684
92	312	-22.02734849
93	312	-31.05462379
94	312	-35.07756715
95	312	-35.69597055
96	312	-23.24372259
97	312	-23.56944441
98	312	-21.84471931
99	312	-35.31262245
100	312	-18.77824951
101	312	-35.83745424
102	312	-1.593787441
103	312	-22.96332626
104	312	-11.29915454
105	312	-15.05917224
106	312	-26.17294032
107	312	-6.841699608
108	312	-11.79395927
109	312	-13.60674198
110	312	-5.403999901
111	312	-15.50251041
112	312	-17.47822772
113	312	-14.83100496
114	312	-15.35977118
115	312	-18.08662043
116	312	-17.17502089
117	312	-18.42372492
118	312	-24.39127799
119	312	-30.00565765
120	312	-15.19350065
121	312	-10.1748556
122	312	-10.92053396
123	312	-11.66394266
124	312	-13.02423083
125	312	4.089820029
126	312	5.519387359
127	312	3.794843599
128	312	2.625376857
129	312	2.187582804
130	312	0.099505737
131	312	2.93385698
132	312	2.91133034
133	312	6.321900367
134	312	1.411228873
135	312	3.685778516
136	312	1.204717528
137	312	3.111305184
138	312	5.86972024
139	312	3.800338202
140	312	4.177166288
141	312	-1.559155973
142	312	-3.917768933
143	312	-8.487113816
144	312	2.273345953
145	312	-1.754966669
146	312	-9.958612591
147	312	-13.93676251
148	312	3.268766476
149	312	1.904962728
150	312	-3.180844935
151	312	-2.154359463
152	312	-8.25821908
153	312	-8.948080872
154	312	-10.05966964
155	312	-6.722985427
156	312	-9.297756794
157	312	-1.190119428
158	312	-5.219910194
159	312	-6.451528552
160	312	-7.159201495
161	312	-7.594796348
162	312	-3.377829977
163	312	-3.235399936
164	312	-2.821313782
165	312	-2.237563028
166	312	-9.443309553
167	312	-8.082009159
168	312	-10.02541586
169	312	-10.76050353
170	312	-9.734744425
171	312	-12.16632461
172	312	-11.06257176
173	312	-5.948196506
174	312	-4.81622571
175	312	-1.067495593
176	312	-0.082636676
177	312	-0.411082179
178	312	-3.322222603
179	312	1.986713876
180	312	2.089337319
0	313	-1.89614565
1	313	-1.634408224
2	313	-1.671019307
3	313	3.834249825
4	313	4.814128153
5	313	0.056567563
6	313	-3.142068678
7	313	-4.111617998
8	313	-7.070042412
9	313	-4.587433669
10	313	-8.273343286
11	313	-3.690510693
12	313	-6.059837014
13	313	-14.17690267
14	313	-12.11387056
15	313	-13.05028225
16	313	-11.98579625
17	313	-11.88244599
18	313	-14.91447806
19	313	-14.1979926
20	313	-7.807496617
21	313	-9.064334037
22	313	-8.189439873
23	313	-5.9087128
24	313	-6.722805776
25	313	1.992475052
26	313	-0.535965966
27	313	-1.16845196
28	313	-6.454081558
29	313	-9.138242932
30	313	-9.676226221
31	313	-10.21060529
32	313	-7.268967011
33	313	-7.868361858
34	313	-7.749164742
35	313	-3.458338251
36	313	-6.33392191
37	313	-8.81961195
38	313	-8.085340236
39	313	-7.624098745
40	313	-11.3878788
41	313	-11.41543478
42	313	-11.89670596
43	313	-8.606962618
44	313	-3.413201061
45	313	3.520843021
46	313	0.26755871
47	313	-0.035267167
48	313	2.829823783
49	313	3.592277021
50	313	6.996634916
51	313	7.87098841
52	313	4.608509373
53	313	3.423555591
54	313	1.348436708
55	313	4.365751265
56	313	0.539676937
57	313	-3.909214999
58	313	4.711316535
59	313	-2.056987875
60	313	-4.034859261
61	313	-5.666573762
62	313	-0.899466584
63	313	-14.6437041
64	313	-3.063590976
65	313	-9.05877466
66	313	-3.814902786
67	313	-5.77767354
68	313	-8.011744572
69	313	-5.261637704
70	313	-1.516173408
71	313	-7.887703716
72	313	-12.04412802
